periode,site,"xcoord,N,24,15","ycoord,N,24,15",structure_num,proprétaire,structure_type,animal,animal_emp,animal_part,chien,chien_emp,chien_part,bovin,bovin_emp,bovin_part,ovin,ovin_emp,ovin_part,cheval,cheval_emp,cheval_part,porc,porc_emp,porc_part,volaille,volaille_emp,volaille_part,cervide,cervide_emp,cervide_part,poisson,poisson_emp,poisson_part,singe,singe_emp,singe_part,renard,renard_emp,renard_part,elephant,elephant_emp,elephant_part,oiseaux,oiseaux_part,tortue,glire,total
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1057,,tombe,,,,,,,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",八269,,tombe,,,,,,,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一531,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一439,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三291,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
,Yinxu_ouest,"12725870,27","4317472,763",三347,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",三357,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三363,,tombe,,,,"1,00",remblai,entier,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三607,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,"1,00",,membre,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三609,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三616,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Yinxu_ouest,"12725870,27","4317472,763",三692,,tombe,,,,"3,00",fosse_ceinture;remblai,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",三694,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",三739,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三741,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四220,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四234,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四235,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1005,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",五1911,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1049,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1054,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1058,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1061,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1063,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1064,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",五1066,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八267,,tombe,,,,,,,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",八268,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1119,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",八1139,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1148,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一429,,tombe,,,,,,,,,,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一478,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二86,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",三172,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三332,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三701,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三719,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三729,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",三732,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三767,,tombe,,,,"1,00",remblai,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四219,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四221,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",五186,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",六102,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1024,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",六1933,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八269,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",,membre,"1,00",,tête,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,"5,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",八271,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八275,,tombe,,,,"3,00",fosse_ceinture;remblai,entier,"2,00",,membre;tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八279,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三697,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,"1,00",,membre;tête,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Yinxu_ouest,"12725870,27","4317472,763",七93,,tombe,,,,,,,,,,,,,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",八269,,tombe,,,,,,,,,,,,,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",三669,,tombe,,,,,,,,,,,,,,,,"1,00",,membre,,,,,,,"1,00",,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七949,,tombe,,,,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七950,,tombe,,,,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七999,,tombe,,,,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1121,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1120,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",三610,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一498,,tombe,,,,"2,00",remblai,entier;tête,"1,00",,mandibule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Yinxu_ouest,"12725870,27","4317472,763",四205,,tombe,,,,"1,00",,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三640,,tombe,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四1115,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,"1,00",,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",六1026,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,"1,00",,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七980,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三699,,tombe,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三700,,tombe,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",三718,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",五187,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1037,,tombe,"1,00",,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",六1046,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",七979,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",七989,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八284,,tombe,"1,00",,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",八1124,,tombe,"1,00",,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1125,,tombe,"1,00",,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1141,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",一468,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一464,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二72,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",二73,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二74,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二126,,tombe,"1,00",,membre,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",二149,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三288,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",三342,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",四226,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七52,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七978,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七979,,tombe,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一413,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一419,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",remblai,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一422,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,"1,00",remblai,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一423,,tombe,,,,"2,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一425,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一426,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一444,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一445,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",remblai,membre,,,,,,,"1,00",,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一449,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一451,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一454,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一459,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一437,,tombe,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一462,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一463,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",一465,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一467,,tombe,,,,,,,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一468,,tombe,"1,00",,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一469,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一473,,tombe,,,,"1,00",remblai,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一479,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一485,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一490,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一497,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一505,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一506,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一507,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一515,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一517,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一519,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一520,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一524,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一528,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",一530,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",一534,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",一535,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,"1,00",plateforme_2,tête,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",一543,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二60,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",二61,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二62,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",二65,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二67,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二73,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二77,,tombe,"1,00",,membre,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二79,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",二81,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二82,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",二83,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",二85,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",二91,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二121,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",二122,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",二125,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
