periode,site,"xcoord,N,24,15","ycoord,N,24,15",structure_num,proprétaire,structure_type,animal,animal_emp,animal_part,chien,chien_emp,chien_part,bovin,bovin_emp,bovin_part,ovin,ovin_emp,ovin_part,cheval,cheval_emp,cheval_part,porc,porc_emp,porc_part,volaille,volaille_emp,volaille_part,cervide,cervide_emp,cervide_part,poisson,poisson_emp,poisson_part,singe,singe_emp,singe_part,renard,renard_emp,renard_part,elephant,elephant_emp,elephant_part,oiseaux,oiseaux_part,tortue,glire,total
"4,00",Meiyuanzhuang,"12723266,18","4316070,135",90梅园庄M1,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Rongshuwan,"12729043,55","4315511,325",07榕树湾M1,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",fond_tombeau,entier,,,,,,,"1,00",fond_tombeau,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Rongshuwan,"12729043,55","4315511,325",2007RSWM1,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,,,,,,,,"1,00",,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Rongshuwan,"12729043,55","4315511,325",2007RSWM2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Wuguancun,"12724449,96","4318517,325",武官村大墓50WGKM1,,tombe,"15,00",rampe,entier,"17,00",rampe,entier,,,,,,,"16,00",rampe,entier,,,,,,,"1,00",rampe,entier,,,,"3,00",rampe,entier,,,,,,,,,,,"52,00"
,Wuguancun,"12724449,96","4318517,325",武官村M3,,fosse,,,,,,,,,,,,,,,,"1,00",,entier,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村M98,,fosse,,,,"10,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,00"
,Wuguancun,"12724449,96","4318517,325",武官村M99,,fosse,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村M110,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村M217,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00",entier,,,"5,00"
,Wuguancun,"12724449,96","4318517,325",武官村M137,,fosse,,,,"5,00",fosse,dent,,,,,,,,,,"3,00",fosse,dent,,,,,,,,,,,,,,,,,,,,,,,"8,00"
,Wuguancun,"12724449,96","4318517,325",武官村北2,,fosse,,,,"1,00",fosse,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00","3,00"
,Wuguancun,"12724449,96","4318517,325",武官村北4,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村北5,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北6,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北7,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北8,,fosse,,,,,,,,,,,,,"9,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"9,00"
,Wuguancun,"12724449,96","4318517,325",武官村北9,,fosse,,,,,,,,,,,,,"8,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"8,00"
,Wuguancun,"12724449,96","4318517,325",武官村北10,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北11,,fosse,,,,,,,,,,,,,"4,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
,Wuguancun,"12724449,96","4318517,325",武官村北12,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北13,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北17,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村北18,,fosse,,,,,,,,,,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村北19,,fosse,,,,,,,"2,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北20,,fosse,,,,,,,,,,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wuguancun,"12724449,96","4318517,325",武官村北22,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北23,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北24,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北25,,fosse,,,,,,,,,,,,,"4,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
,Wuguancun,"12724449,96","4318517,325",武官村北26,,fosse,,,,,,,,,,,,,"4,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
,Wuguancun,"12724449,96","4318517,325",武官村北27,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北28,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北29,,fosse,,,,,,,,,,,,,"6,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Wuguancun,"12724449,96","4318517,325",武官村北43,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北31,,fosse,,,,,,,,,,,,,"7,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"7,00"
,Wuguancun,"12724449,96","4318517,325",武官村北32,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北33,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北34,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北35,,fosse,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北44,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北37,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北38,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北39,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北40,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Wuguancun,"12724449,96","4318517,325",武官村北41,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
